homelon;homelat;homecontinent;n
-60.65;-32.94;South America;104
-60.65;46.1;NA;2
-60.51;-31.74;South America;8
-60.5;-31.77;South America;2
-60.02;-22.35;South America;6
-60.02;-3.12;South America;14
-59.99;-37.31;South America;2
-59.92;46.17;North America;2
-59.64;13.18;South America;29
-59.61;-38.34;South America;2
-59.55;13.07;NA;3
-59.54;13.19;South America;296
-59.51;13.05;NA;10
-59.02;-34.1;South America;2
-58.99;-27.45;South America;2
-58.91;-34.48;South America;3
-58.83;-27.47;South America;2
-58.76;-35.05;South America;4
-58.74;-38.55;South America;8
-58.72;-38.56;South America;2
-58.71;-34.54;South America;3
-58.68;-34.66;South America;2
-58.64;-34.62;South America;32
-58.64;-34.45;South America;3
-58.63;-34.49;South America;5
-58.63;-34.46;South America;5
-58.62;-34.65;South America;2
-58.6;-34.64;South America;2
-58.58;-34.43;South America;8
-58.57;-34.63;South America;6
-58.56;-34.61;South America;3
-58.56;-34.55;South America;2
-58.53;-34.47;South America;12
-58.51;-34.58;South America;4
-58.51;-34.53;South America;6
-58.51;-33.01;South America;2
-58.5;-34.54;South America;2
-58.49;-34.53;South America;2
-58.48;-34.63;South America;2
-58.48;-34.58;South America;3
-58.48;-34.56;South America;2
-58.47;-34.53;South America;8
-58.46;-34.83;South America;2
-58.46;-34.56;South America;18
-58.45;-34.8;South America;2
-58.45;-34.62;South America;3
-58.44;-23.44;South America;4
-58.43;-34.63;South America;2
-58.42;-34.61;South America;2
-58.42;-34.57;South America;5
-58.41;-34.61;South America;5
-58.41;-34.59;South America;5
-58.39;-34.8;South America;3
-58.39;-34.7;South America;4
-58.38;-34.6;South America;1105
-58.37;-34.66;South America;6
-58.37;-34.62;South America;2
-58.28;-34.75;South America;2
-58.25;-34.72;South America;7
-58.23;-32.48;South America;6
-58.21;-34.76;South America;5
-58.02;-31.39;South America;2
-58.01;-35.58;South America;6
-57.99;-30.76;South America;2
-57.97;-34.94;South America;5
-57.95;-34.92;South America;108
-57.88;-34.87;South America;5
-57.84;-38.27;NA;24
-57.78;-37.95;South America;2
-57.76;49.65;North America;2
-57.72;-38.04;South America;4
-57.66;53.14;North America;8
-57.65;-38.17;NA;3
-57.63;-38.17;NA;6
-57.58;-25.26;South America;9
-57.54;-38.05;South America;2
-57.54;-38.01;South America;495
-57.53;-38.01;South America;2
-56.86;-37.11;South America;53
-56.74;-35.19;NA;9
-56.71;-34.35;South America;3
-56.68;-36.72;South America;2
-56.29;-34.53;South America;10
-56.22;-34.09;South America;2
-56.21;-34.86;South America;2
-56.2;-34.91;South America;3
-56.2;-34.91;NA;20
-56.16;-34.9;South America;158
-56.1;-15.59;South America;2
-56.03;3.92;South America;2
-55.9;-27.36;South America;2
-55.77;-32.52;South America;160
-55.75;-34.78;South America;13
-55.49;-8.78;South America;31
-55.26;-34.36;South America;3
-54.95;-34.91;South America;18
-54.93;-34.94;NA;30
-54.67;-20.45;South America;3
-54.62;-20.47;South America;3
-54.33;-34.48;South America;4
-54.18;-34.66;South America;135
-54.13;-34.59;South America;3
-53.82;-29.69;South America;2
-53.53;-25.77;South America;2
-53.13;3.93;NA;2
-52.68;-25.71;South America;2
-52.45;-32.3;South America;7
-52.43;-29.72;South America;12
-52.31;4.92;NA;4
-52.02;-25.25;South America;29
-52;0.9;South America;2
-51.96;-29.46;South America;3
-51.93;-23.42;South America;2
-51.93;-14.24;South America;1366
-51.6;-31.75;South America;120
-51.5;-27.18;South America;2
-51.46;-23.55;South America;90
-51.23;-30.03;South America;3
-51.22;-30.05;South America;6
-51.22;-30.03;South America;152
-51.19;-29.91;South America;15
-51.18;-29.85;South America;2
-51.18;-29.16;South America;3
-51.17;-23.3;South America;3
-51.13;-29.69;South America;2
-51.1;-29.95;South America;3
-51.07;0.04;South America;4
-51.05;-23.27;South America;2
-51.03;-30.08;South America;2
-50.22;-27.24;South America;41
-50.16;-25.1;South America;3
-50.13;-29.98;South America;2
-50.03;-29.76;South America;8
-49.97;-20.42;South America;2
-49.95;-24.08;South America;2
-49.95;-7.11;South America;3
-49.84;-15.83;South America;2
-49.72;-29.33;South America;13
-49.49;-28.94;South America;6
-49.37;-28.67;South America;14
-49.31;-25.66;South America;6
-49.31;-16.71;South America;2
-49.27;-25.43;South America;141
-49.26;-25.4;South America;4
-49.26;-16.69;South America;11
-49.25;-25.41;South America;2
-49.17;-28.27;South America;17
-49.07;-26.92;South America;12
-49.07;-26.48;South America;2
-49.06;-22.31;South America;5
-49.01;-28.47;South America;3
-49;-21.92;South America;2
-48.85;-26.3;South America;12
-48.84;-24.51;South America;2
-48.68;-26.77;South America;2
-48.67;-28.23;South America;21
-48.67;-26.91;South America;6
-48.66;-26.89;South America;2
-48.65;-28.12;South America;626
-48.64;-28.13;South America;5
-48.64;-27.61;South America;125
-48.64;-26.99;South America;14
-48.62;-28.03;South America;19
-48.57;-25.88;NA;4
-48.55;-27.6;NA;1591
-48.55;-27.59;NA;18
-48.54;-25.83;NA;4
-48.52;-25.52;NA;5
-48.51;-27.15;NA;15
-48.49;-1.46;NA;14
-48.49;-1.44;NA;2
-48.48;-25.7;South America;11
-48.45;-27.63;South America;88
-48.3;-10.18;South America;2
-48.28;-18.91;South America;3
-48;-15.82;South America;5
-47.99;-21.14;South America;6
-47.94;-19.75;South America;2
-47.88;-15.79;South America;118
-47.81;-21.26;South America;2
-47.81;-21.17;South America;4
-47.79;-21.18;South America;2
-47.65;-22.73;South America;4
-47.57;-22.41;South America;6
-47.5;-4.95;South America;3
-47.45;-23.5;South America;4
-47.43;-22;South America;2
-47.41;-22.58;South America;2
-47.33;-22.74;South America;3
-47.22;-23.66;South America;3
-47.21;-23.09;South America;3
-47.14;-23.53;South America;2
-47.09;-22.94;South America;3
-47.06;-22.91;South America;18
-47.05;-22.9;South America;2
-47.05;-22.88;South America;3
-47;-24.32;South America;2
-47;-24.31;South America;14
-47;-22.97;South America;3
-46.93;-23.55;South America;2
-46.92;-23.6;South America;5
-46.9;-23.19;South America;51
-46.87;-23.51;South America;4
-46.84;-23.52;South America;5
-46.79;-23.53;South America;2
-46.79;-21.97;South America;2
-46.74;-23.48;South America;2
-46.73;-23.6;South America;8
-46.69;-23.56;South America;5
-46.68;-24.11;South America;35
-46.67;-23.61;South America;3
-46.66;-23.56;South America;2
-46.64;-23.48;South America;2
-46.63;-23.55;South America;1092
-46.63;-23.54;South America;5
-46.62;-23.68;South America;2
-46.56;-23.69;South America;16
-46.55;-23.57;South America;12
-46.54;-23.67;South America;8
-46.53;-23.45;South America;2
-46.53;-22.59;South America;2
-46.51;-18.59;South America;14
-46.42;-23.89;South America;6
-46.41;-24.01;NA;79
-46.4;-23.96;South America;36
-46.38;-23.93;South America;26
-46.35;-23.53;South America;5
-46.33;-23.97;NA;48
-46.33;-23.96;South America;70
-46.26;-23.99;NA;42
-46.19;-23.52;South America;4
-46.06;-23.81;South America;18
-45.95;-22.05;South America;4
-45.9;-23.22;South America;8
-45.71;-23.77;NA;12
-45.65;-23.77;NA;3
-45.57;-23.79;South America;9
-45.56;-23.79;South America;7
-45.56;-23.02;South America;2
-45.46;-22.42;South America;4
-45.42;-23.63;South America;2
-45.4;-23.81;NA;11
-45.37;-23.82;South America;2
-45.27;-4.96;South America;2
-45.25;-19.74;South America;2
-45.08;-23.43;South America;20
-45.02;-23.41;South America;2
-44.72;-23.22;South America;3
-44.56;-18.51;South America;11
-44.41;-19.28;South America;2
-44.32;-23.01;South America;27
-44.31;-23;South America;4
-44.28;-2.54;South America;6
-44.24;-19.46;South America;3
-44.04;-19.52;South America;2
-43.94;-19.92;South America;22
-43.93;-19.92;South America;10
-43.93;-19.91;South America;2
-43.7;-22.77;South America;2
-43.63;-22.92;South America;2
-43.61;-22.91;South America;4
-43.57;-22.99;South America;2
-43.47;-22.87;South America;3
-43.46;-23.01;South America;8
-43.46;-22.99;South America;2
-43.46;-22.76;South America;7
-43.37;-23;NA;32
-43.34;-22.93;South America;2
-43.33;-23;NA;4
-43.31;-22.99;South America;12
-43.31;-22.79;South America;3
-43.28;-22.86;South America;6
-43.26;-21.59;South America;2
-43.24;-22.93;South America;2
-43.23;-22.89;South America;5
-43.22;-22.12;South America;2
-43.21;-22.98;NA;7
-43.2;-22.98;NA;10
-43.19;-22.99;NA;2
-43.19;-22.97;NA;2
-43.18;-22.95;NA;4
-43.18;-22.51;South America;12
-43.17;-22.95;NA;3
-43.17;-22.91;NA;2692
-43.13;-2.49;South America;2
-43.12;-22.89;NA;39
-43.06;-22.83;South America;7
-43.03;-22.97;NA;9
-42.94;-21.12;South America;2
-42.82;-22.92;South America;7
-42.82;-2.76;South America;6
-42.8;-5.09;South America;8
-42.71;-22.35;South America;2
-42.63;-22.72;South America;3
-42.55;-19.47;South America;3
-42.53;-22.29;South America;27
-42.49;-22.93;South America;29
-42.33;-22.86;South America;9
-42.03;-22.97;NA;23
-42.03;-22.89;South America;83
-41.99;-22.57;South America;3
-41.95;-22.53;South America;6
-41.93;-22.51;South America;9
-41.89;-22.76;NA;8
-41.78;-22.38;South America;14
-41.77;-2.91;South America;5
-41.7;-12.58;South America;21
-41.32;-21.76;South America;8
-40.66;-20.36;South America;5
-40.38;-20.54;South America;6
-40.36;-20.37;South America;3
-40.31;-20.39;NA;2
-40.31;-20.12;South America;7
-40.31;-19.18;South America;21
-40.3;-20.3;NA;44
-40.29;-20.35;NA;34
-40.27;-20.26;South America;2
-40.24;-20.14;South America;2
-40.08;-13.86;South America;2
-39.33;-12.87;South America;5
-39.32;-5.5;South America;26
-39.15;-13.74;South America;4
-39.07;-13.37;South America;2
-39.05;-14.79;South America;9
-38.99;-14.21;South America;2
-38.66;-3.68;South America;3
-38.53;-3.76;South America;6
-38.53;-3.73;South America;190
-38.51;-3.74;South America;2
-38.5;-12.97;NA;52
-38.48;-12.93;South America;8
-38.47;-3.72;NA;4
-38.42;-12.77;South America;4
-38.33;-12.7;South America;2
-38.31;-12.88;South America;42
-38.18;-12.77;NA;2
-37.8;-4.45;South America;10
-37.77;-4.56;South America;2
-37.07;-10.95;South America;16
-36.95;-8.81;South America;6
-35.97;-8.28;South America;2
-35.88;-7.23;South America;2
-35.71;-9.65;NA;26
-35.64;-5.13;South America;4
-35.27;-5.91;South America;2
-35.2;-5.78;South America;93
-35.19;-5.87;South America;2
-35.03;-8.28;South America;4
-35.01;-6.37;South America;2
-34.92;-8.2;South America;2
-34.89;-8.09;South America;2
-34.88;-8.05;South America;203
-34.85;-7.12;South America;11
-34.84;-7.99;NA;2
-34.84;-7.12;South America;3
-27.22;38.72;Europe;4
-25.68;37.74;NA;136
-25.65;37.74;NA;4
-25.5;37.78;Europe;90
-23.61;15.12;Africa;32
-22.91;16.6;NA;19
-21.82;64.13;Europe;6
-19.02;64.96;Europe;25
-17.93;28.64;NA;6
-17.91;28.71;Europe;2
-17.37;14.76;Africa;12
-16.96;32.76;Europe;11
-16.92;32.67;Europe;24
-16.83;28.2;NA;2
-16.81;28.35;Europe;4
-16.76;28.2;Europe;36
-16.76;28.37;NA;4
-16.73;28.05;NA;5
-16.73;28.08;NA;3
-16.73;28.12;Europe;6
-16.72;28.09;Europe;3
-16.71;28.37;Europe;9
-16.68;28.1;Europe;2
-16.65;28.01;NA;2
-16.63;28.29;Europe;546
-16.62;28.08;Europe;5
-16.58;28.05;Europe;3
-16.57;28.28;Europe;5
-16.54;28.05;Europe;185
-16.54;28.41;NA;13
-16.43;28.47;NA;2
-16.36;28.53;NA;4
-16.33;28.57;NA;2
-16.33;33.08;NA;8
-16.32;28.48;Europe;2
-16.32;28.49;Europe;27
-16.25;28.46;Europe;94
-16.25;28.47;Europe;2
-15.93;23.72;Africa;33
-15.78;27.98;Europe;2
-15.68;27.76;NA;2
-15.59;27.76;Europe;3
-15.57;27.76;Europe;2
-15.55;27.92;Europe;74
-15.54;27.91;Europe;27
-15.52;28.12;Europe;3
-15.44;28.12;Europe;361
-15.44;28.13;Europe;2
-15.43;28.14;Europe;4
-15.42;27.83;NA;17
-15.42;28;Europe;9
-15.39;27.93;Europe;6
-14.35;28.05;NA;14
-14.23;28.16;Europe;2
-14.05;28.36;Europe;93
-13.87;28.73;Europe;79
-13.86;28.5;Europe;3
-13.62;28.97;Europe;5
-13.61;28.95;Europe;3
-13.61;29;Europe;2
-13.59;29.05;Europe;143
-13.57;29.12;Europe;7
-13.56;28.97;Europe;5
-13.56;29.12;Europe;50
-13.16;27.13;Africa;10
-12.89;24.22;Africa;3
-11.78;8.46;Africa;5
-10.26;52.14;Europe;13
-9.95;54.17;Europe;2
-9.76;31.51;Africa;14
-9.74;29.7;Africa;2
-9.71;30.54;Africa;6
-9.71;30.55;Africa;78
-9.7;9.95;Africa;2
-9.68;30.51;Africa;12
-9.65;30.51;Africa;19
-9.6;30.41;Africa;11
-9.6;30.43;Africa;660
-9.57;52.04;Europe;3
-9.57;52.15;Europe;13
-9.52;39.42;NA;5
-9.43;52.97;Europe;3
-9.43;54.02;Europe;7
-9.42;38.7;NA;76
-9.42;38.97;Europe;15
-9.41;52.05;Europe;2
-9.39;38.71;Europe;14
-9.39;39.36;NA;162
-9.38;38.8;Europe;28
-9.38;39.14;Europe;35
-9.35;39.36;Europe;7
-9.34;52.93;Europe;3
-9.33;38.68;NA;2
-9.31;38.7;NA;2
-9.31;38.71;Europe;3
-9.28;38.75;Europe;2
-9.26;39.09;Europe;7
-9.23;38.64;Europe;9
-9.23;38.75;Europe;2
-9.2;38.66;Europe;2
-9.19;38.8;Europe;3
-9.19;42.96;Europe;9
-9.18;38.75;Europe;2
-9.17;38.51;Europe;12
-9.17;38.68;Europe;2
-9.16;39.36;Europe;4
-9.15;38.64;Europe;39
-9.15;38.71;NA;3
-9.14;38.71;NA;16
-9.14;38.72;NA;470
-9.14;38.73;NA;4
-9.14;39.4;Europe;5
-9.13;38.78;Europe;2
-9.11;52.82;Europe;2
-9.1;38.44;NA;41
-9.09;42.84;NA;3
-9.09;54.21;Europe;4
-9.07;39.6;Europe;14
-9.06;53.27;Europe;10
-9.04;51.58;Europe;3
-8.99;52.84;Europe;6
-8.99;52.85;Europe;2
-8.98;39.55;Europe;2
-8.98;52.9;Europe;8
-8.95;43.25;Europe;3
-8.95;53.94;Europe;2
-8.94;37.02;NA;3
-8.89;38.52;Europe;16
-8.88;42.65;Europe;6
-8.87;41.91;NA;3
-8.87;42.8;Europe;2
-8.83;41.69;NA;108
-8.83;42.42;NA;5
-8.82;42.16;Europe;14
-8.82;42.4;NA;2
-8.81;39.75;Europe;11
-8.81;42.51;NA;2
-8.8;37.32;Europe;14
-8.8;42.28;NA;2
-8.8;43.29;Europe;183
-8.79;37.46;Europe;12
-8.79;39.16;Europe;6
-8.78;38.31;Europe;5
-8.77;42;Europe;11
-8.76;43.19;Europe;46
-8.75;40.62;Europe;5
-8.73;42.12;Europe;2
-8.72;42.24;Europe;81
-8.7;39.28;Europe;2
-8.7;41.18;NA;136
-8.69;43.21;Europe;49
-8.68;42.17;Europe;2
-8.67;37.1;Europe;9
-8.65;40.64;Europe;60
-8.64;41.01;Europe;8
-8.64;42.43;Europe;30
-8.63;39.21;Europe;2
-8.63;40.86;Europe;10
-8.63;41.16;Europe;129
-8.63;52.67;Europe;3
-8.62;41.23;Europe;3
-8.62;41.53;Europe;2
-8.62;42.55;Europe;6
-8.61;41.12;Europe;2
-8.6;54.27;NA;3
-8.56;57.84;NA;2
-8.54;37.14;Europe;18
-8.54;42.88;Europe;33
-8.51;43.3;Europe;12
-8.5;41.19;Europe;2
-8.49;51.89;Europe;2
-8.49;51.9;Europe;43
-8.48;54.28;Europe;38
-8.47;51.9;Europe;2
-8.44;39.91;Europe;2
-8.44;53.44;Europe;4
-8.43;41.55;Europe;2
-8.42;43.08;Europe;2
-8.42;43.36;Europe;2
-8.41;40.2;Europe;9
-8.41;43.36;Europe;465
-8.32;43.33;Europe;3
-8.29;39.69;Europe;10
-8.29;43.5;NA;32
-8.28;41.28;Europe;21
-8.28;54.48;Europe;28
-8.25;37.09;Europe;4
-8.24;53.41;Europe;129
-8.22;39.4;Europe;1308
-8.22;43.49;Europe;198
-8.21;43.33;Europe;5
-8.2;37.18;Europe;2
-8.16;43.5;Europe;2
-8.13;42.58;Europe;355
-8.12;42.66;Europe;2
-8.12;43.61;Europe;32
-8.1;43.63;Europe;5
-8.1;54.65;Europe;16
-8.09;43.54;Europe;9
-8.08;41.27;Europe;4
-8.08;42.43;Europe;2
-8.02;31.65;Africa;4
-8;38.33;Europe;2
-7.98;31.63;Africa;10
-7.93;37.02;Europe;67
-7.91;38.57;Europe;12
-7.91;40.66;Europe;5
-7.87;43.77;NA;5
-7.86;42.34;Europe;7
-7.8;40.31;Europe;5
-7.73;54.96;Europe;5
-7.71;53.24;Europe;2
-7.69;52.36;Europe;5
-7.69;53.14;Europe;420
-7.64;37.13;Europe;2
-7.63;54.34;Europe;9
-7.63;54.47;Europe;2
-7.62;33.59;Africa;4
-7.62;52.19;Europe;2
-7.61;43.63;Europe;6
-7.59;33.57;Africa;184
-7.58;43.61;Europe;3
-7.57;33.52;Africa;3
-7.56;43.01;Europe;21
-7.53;33.6;Africa;3
-7.49;56.98;Europe;6
-7.47;41.74;Europe;2
-7.44;43.69;Europe;2
-7.42;37.19;Europe;8
-7.38;37.18;NA;12
-7.37;52.14;Europe;3
-7.34;37.19;NA;7
-7.33;55.2;Europe;8
-7.33;57.26;Europe;3
-7.31;55;Europe;9
-7.26;43.57;Europe;5
-7.26;52.3;Europe;2
-7.24;52.65;Europe;5
-7.15;52.16;Europe;2
-7.13;37.22;Europe;4
-7.11;52.26;Europe;19
-7.09;31.79;Africa;112
-7.04;43.53;Europe;3
-7.04;55.19;Europe;4
-6.97;38.87;Europe;2
-6.97;38.88;Europe;10
-6.97;54.25;Europe;4
-6.95;52.8;Europe;2
-6.94;30.93;Africa;8
-6.94;37.26;Europe;12
-6.94;43.02;Europe;2
-6.91;61.89;NA;6
-6.85;33.97;Africa;8
-6.84;34.01;Africa;26
-6.82;53.21;Europe;4
-6.76;53.79;Europe;5
-6.72;55.19;Europe;6
-6.66;42.59;Europe;3
-6.66;55.13;Europe;6
-6.66;58.24;Europe;8
-6.65;55.2;NA;63
-6.61;54.76;Europe;2
-6.6;42.55;Europe;4
-6.52;55.2;Europe;9
-6.51;55.24;NA;12
-6.49;53.93;Europe;2
-6.49;54.79;Europe;104
-6.47;53.28;Europe;3
-6.47;53.51;Europe;4
-6.46;52.34;Europe;9
-6.43;53.28;Europe;2
-6.41;38.69;Europe;2
-6.4;36.73;Europe;33
-6.38;37.29;Europe;2
-6.37;38.94;Europe;3
-6.37;39.48;Europe;4
-6.37;52.99;Europe;2
-6.36;36.62;NA;6
-6.35;36.77;Europe;40
-6.33;54.46;Europe;2
-6.29;36.53;NA;238
-6.28;53.34;Europe;3
-6.26;36.64;Europe;38
-6.26;43.09;Europe;2
-6.26;43.41;Europe;6
-6.26;53.34;Europe;2
-6.26;53.35;Europe;203
-6.25;53.34;Europe;4
-6.25;53.35;Europe;3
-6.25;55.21;Europe;4
-6.24;33.82;Africa;7
-6.24;53.35;Europe;13
-6.24;53.36;Europe;2
-6.23;36.59;Europe;6
-6.23;36.6;Europe;3
-6.22;36.38;NA;3
-6.21;54.72;Europe;35
-6.2;36.47;Europe;5
-6.2;37.35;Europe;2
-6.18;36.53;Europe;2
-6.15;36.42;Europe;44
-6.13;36.69;Europe;24
-6.11;43.49;Europe;2
-6.09;36.28;Europe;6
-6.08;36.92;Europe;5
-6.07;31.12;Africa;2
-6.07;36.24;Europe;7
-6.07;39.49;Europe;7
-6.04;52.98;Europe;5
-6.03;37.34;Europe;3
-6.01;36.19;NA;2
-6.01;43.57;Europe;97
-6;37.39;Europe;3
-5.99;37.39;Europe;4
-5.98;37.39;Europe;168
-5.97;36.25;Europe;109
-5.97;37.38;Europe;8
-5.97;37.4;Europe;2
-5.97;54.57;Europe;2
-5.96;43.58;Europe;4
-5.93;54.6;Europe;110
-5.92;36.19;Europe;5
-5.92;43.47;Europe;5
-5.92;43.56;Europe;7
-5.92;54.58;Europe;2
-5.91;35.72;Africa;4
-5.9;36.64;Europe;5
-5.88;39.46;Europe;8
-5.86;43.36;Europe;231
-5.85;43.36;Europe;33
-5.85;43.65;NA;3
-5.84;36.14;Europe;4
-5.84;37.34;Europe;2
-5.81;36.76;Europe;8
-5.79;43.61;Europe;4
-5.78;37.18;Europe;2
-5.78;43.25;Europe;4
-5.77;40.46;Europe;2
-5.75;41.5;Europe;5
-5.74;40.37;Europe;2
-5.74;43.17;Europe;2
-5.73;40.99;Europe;2
-5.72;36.09;Europe;21
-5.71;-15.97;Africa;16
-5.7;43.31;Europe;4
-5.7;50.08;NA;31
-5.69;50.07;NA;23
-5.68;50.12;NA;5
-5.67;54.65;Europe;3
-5.66;40.97;Europe;23
-5.66;43.39;Europe;4
-5.66;43.53;Europe;183
-5.64;50.05;NA;2
-5.61;36.01;NA;19
-5.61;43.52;Europe;4
-5.6;36.01;NA;265
-5.59;43.55;Europe;4
-5.57;42.6;Europe;18
-5.55;7.54;Africa;7
-5.55;50.11;Europe;10
-5.54;50.08;NA;2
-5.54;50.12;Europe;56
-5.53;39.89;Europe;2
-5.52;42.3;Europe;2
-5.51;50.13;Europe;3
-5.49;50.21;Europe;84
-5.48;50.21;Europe;3
-5.48;50.22;Europe;2
-5.46;36.14;Europe;4
-5.46;50.13;Europe;4
-5.45;36.68;Europe;2
-5.44;43.48;Europe;3
-5.42;50.19;Europe;74
-5.42;55.86;Europe;2
-5.4;43.49;Europe;7
-5.38;36.21;Europe;2
-5.36;35.59;Africa;2
-5.35;36.14;NA;2
-5.35;36.17;NA;17
-5.35;36.29;Europe;4
-5.32;50.09;Europe;13
-5.3;50.21;Europe;3
-5.3;50.22;Europe;5
-5.29;50.26;Europe;12
-5.28;50.1;Europe;4
-5.27;50.1;Europe;13
-5.27;50.23;Europe;2
-5.27;51.88;NA;8
-5.26;36.94;Europe;2
-5.24;50.03;NA;20
-5.24;50.28;Europe;2
-5.24;56.43;Europe;2
-5.23;36.37;NA;4
-5.23;50.23;Europe;12
-5.22;43.47;Europe;2
-5.21;55.58;Europe;8
-5.2;50.31;Europe;3
-5.15;36.43;NA;12
-5.15;50.34;Europe;3
-5.12;51.86;Europe;2
-5.11;50.17;Europe;8
-5.11;50.41;NA;3
-5.1;50.42;NA;25
-5.09;50.05;NA;2
-5.09;55.83;NA;2
-5.08;50.42;Europe;19
-5.07;50.15;Europe;77
-5.07;50.42;Europe;236
-5.05;50.26;Europe;41
-5.05;50.27;Europe;643
-5.04;36.52;Europe;5
-5.04;50.44;Europe;6
-5.03;34.04;Africa;3
-5.03;50.46;Europe;5
-5.01;50.44;Europe;14
-5;50.45;Europe;2
-4.99;51.64;NA;4
-4.97;50.4;Europe;3
-4.97;51.8;Europe;3
-4.94;50.54;NA;23
-4.94;51.69;Europe;2
-4.92;50.51;Europe;5
-4.92;50.57;NA;8
-4.92;51.68;Europe;2
-4.91;50.54;NA;7
-4.91;50.57;NA;26
-4.91;51.67;Europe;58
-4.88;36.51;Europe;40
-4.84;50.52;Europe;11
-4.83;50.42;Europe;2
-4.79;50.27;Europe;5
-4.78;37.2;Europe;6
-4.78;37.89;Europe;34
-4.78;41.66;Europe;5
-4.78;50.27;NA;2
-4.78;50.29;Europe;16
-4.78;50.34;Europe;15
-4.77;37.39;Europe;2
-4.77;50.35;Europe;2
-4.75;58.57;NA;2
-4.74;48.04;NA;9
-4.74;50.35;Europe;11
-4.73;37.54;Europe;325
-4.73;41.65;Europe;2
-4.73;50.56;Europe;2
-4.72;41.65;Europe;31
-4.72;50.47;Europe;2
-4.7;50.56;Europe;2
-4.7;51.67;NA;4
-4.68;40.66;Europe;2
-4.68;50.41;Europe;3
-4.68;50.62;Europe;9
-4.64;50.33;Europe;2
-4.63;36.6;Europe;4
-4.63;48.43;Europe;5
-4.63;50.33;Europe;2
-4.63;50.34;Europe;22
-4.62;36.54;Europe;3
-4.6;48.28;NA;2
-4.59;36.57;Europe;10
-4.57;43.36;Europe;4
-4.56;53.28;NA;3
-4.55;50.79;Europe;5
-4.55;54.18;Europe;6
-4.55;54.24;Europe;10
-4.54;48.02;Europe;32
-4.54;50.83;Europe;25
-4.53;42.01;Europe;3
-4.52;36.6;NA;4
-4.52;36.63;Europe;4
-4.52;50.33;NA;2
-4.52;53.23;Europe;137
-4.52;55.62;Europe;2
-4.51;50.61;Europe;3
-4.51;52.13;Europe;2
-4.51;52.82;NA;35
-4.5;36.7;Europe;42
-4.49;36.67;Europe;64
-4.49;48.01;Europe;16
-4.49;48.39;Europe;266
-4.48;37.69;Europe;5
-4.48;48.39;Europe;2
-4.48;48.42;Europe;4
-4.48;52.86;Europe;3
-4.47;36.71;Europe;87
-4.47;50.62;Europe;2
-4.46;50.36;Europe;2
-4.46;50.46;Europe;4
-4.44;53.24;Europe;3
-4.43;47.99;Europe;2
-4.43;53.27;Europe;176
-4.42;36.72;Europe;281
-4.42;36.74;Europe;8
-4.41;54.23;Europe;6
-4.4;41.84;Europe;19
-4.4;43.38;Europe;16
-4.4;48.44;Europe;4
-4.4;50.75;Europe;2
-4.39;43.39;Europe;31
-4.39;55.88;Europe;2
-4.35;47.84;NA;10
-4.34;47.81;NA;11
-4.33;48.09;Europe;2
-4.3;48.2;Europe;2
-4.29;43.37;Europe;5
-4.29;43.39;Europe;13
-4.29;55.88;Europe;4
-4.27;50.64;Europe;50
-4.26;47.81;NA;2
-4.26;55.86;Europe;3
-4.25;48.45;Europe;2
-4.25;55.86;Europe;45
-4.24;40.79;Europe;8
-4.24;51.04;Europe;96
-4.24;53.35;Europe;2
-4.23;47.82;Europe;4
-4.23;51.13;NA;21
-4.23;53.32;Europe;15
-4.22;47.87;Europe;5
-4.22;50.41;Europe;2
-4.22;51.13;Europe;88
-4.22;57.48;Europe;4
-4.21;51.02;Europe;9
-4.21;51.12;Europe;10
-4.21;51.17;NA;83
-4.2;37.44;Europe;3
-4.2;51.14;Europe;8
-4.2;56.49;Europe;107
-4.17;47.83;Europe;4
-4.17;50.36;NA;2
-4.17;51.6;Europe;153
-4.16;51.11;Europe;23
-4.16;51.68;Europe;5
-4.15;40.59;Europe;6
-4.15;51.84;Europe;2
-4.14;50.38;Europe;58
-4.14;50.55;Europe;2
-4.13;51.18;Europe;2
-4.13;51.21;NA;25
-4.11;40.94;Europe;10
-4.1;47.97;Europe;6
-4.1;47.98;Europe;2
-4.1;48;Europe;51
-4.1;51.21;NA;5
-4.09;40.2;Europe;3
-4.09;48.25;Europe;3
-4.09;50.49;Europe;2
-4.08;52.42;Europe;8
-4.08;52.93;Europe;2
-4.06;43.42;Europe;38
-4.06;47.99;Europe;2
-4.06;51.08;Europe;7
-4.05;43.35;Europe;9
-4.05;51.08;Europe;2
-4.05;52.49;NA;4
-4.05;52.51;NA;2
-4.04;43.43;Europe;2
-4.04;55.77;Europe;5
-4.03;37.2;Europe;2
-4.03;39.86;Europe;4
-4.02;43.39;Europe;2
-4.02;51.2;Europe;4
-4.02;55.86;Europe;9
-4.01;31.08;Africa;16
-4;40.71;Europe;6
-4;43.42;Europe;2
-4;48.1;Europe;7
-4;50.78;Europe;161
-4;51.58;NA;3
-3.99;43.18;Europe;579
-3.99;48.73;NA;4
-3.98;47.86;Europe;21
-3.97;31.15;Africa;15
-3.94;43.39;Europe;3
-3.94;51.62;Europe;153
-3.94;53;Europe;3
-3.93;38.98;Europe;2
-3.93;48.25;Europe;117
-3.92;47.87;Europe;4
-3.92;50.39;Europe;2
-3.92;50.57;Europe;4
-3.89;50.28;Europe;3
-3.89;51.07;Europe;180
-3.88;40.49;Europe;10
-3.88;50.28;Europe;2
-3.88;53.17;Europe;22
-3.87;40.32;Europe;3
